  时间         温度    气压     湿度       高度      经度        纬度     位势高度
 5322.398     -37.3     10.0     1.0     30702.0  101.064112  41.179324      0
 5323.365     -37.1     10.1     1.0     30714.0  101.063968  41.179399      0
 5324.332     -37.0     10.1     1.0     30724.4  101.063859  41.179416      0
 5325.299     -37.0     10.0     1.0     30730.3  101.063770  41.179396      0
 5326.267     -36.6     10.0     1.0     30731.6  101.063674  41.179334      0
 5327.234     -36.3     10.0     1.0     30736.0  101.063558  41.179239      0
 5328.201     -36.1     10.0     1.0     30746.9  101.063388  41.179146      0
 5329.168     -36.0      9.8     1.0     30757.7  101.063183  41.179109      0
 5330.135     -35.9      9.9     1.0     30765.1  101.062964  41.179112      0
 5331.070     -36.7      9.9     1.0     30775.3  101.062582  41.179235      0
 5332.037     -37.1      9.9     1.0     30782.8  101.062465  41.179327      0
 5333.004     -36.8      9.9     1.0     30790.9  101.062390  41.179406      0
 5334.987     -36.2      9.8     1.0     30798.7  101.062329  41.179457      0
 5335.939     -35.8      9.9     1.0     30807.2  101.062233  41.179481      0
 5336.921     -35.7      9.8     1.0     30815.2  101.062083  41.179491      0
 5337.889     -35.8      9.8     1.0     30821.9  101.061912  41.179495      0
 5338.856     -36.1      9.8     1.0     30828.8  101.061714  41.179484      0
 5339.823     -36.2      9.8     1.0     30828.8  101.061714  41.179484      0
 5340.790     -36.3      9.8     1.0      4623.3  101.061516  41.179457      0
 5341.757     -36.3      9.8     1.0     30847.8  101.061332  41.179423      0
 5342.725     -36.1      9.8     1.0     30854.7  101.061175  41.179399      0
 5343.692     -36.1      9.8     1.0     30861.5  101.061045  41.179392      0
 5344.659     -36.2      9.8     1.0     30872.1  101.060922  41.179396      0
 5345.626     -36.1      9.8     1.0     30869.3  101.060867  41.179474      0
 5346.593     -36.0      9.7     1.0     30881.9  101.060751  41.179539      0
 5347.561     -35.8      9.7     1.0     30891.0  101.060635  41.179614      0
 5348.528     -35.8      9.7     1.0     30904.1  101.060485  41.179642      0
 5349.495     -36.1      9.7     1.0     30900.7  101.060389  41.179672      0
 5350.462     -36.8      9.7     1.0     30910.6  101.060191  41.179614      0
 5351.429     -37.4      9.7     1.0     30917.1  101.060013  41.179542      0
 5352.397     -37.3      9.6     1.0     30924.4  101.059850  41.179481      0
 5353.364     -37.1      9.8     1.0     30952.5  101.059610  41.179314      0
 5354.331     -37.5      9.7     1.0     30952.5  101.059494  41.179406      0
 5355.314     -38.0      9.6     1.0     30959.3  101.059330  41.179440      0
 5356.265     -38.5      9.6     1.0     30961.8  101.059194  41.179498      0
 5357.233     -38.7      9.6     1.0     30974.3  101.059037  41.179515      0
 5358.231     -38.5      9.6     1.0     30980.3  101.058914  41.179542      0
 5359.183     -38.3      9.6     1.0     30991.9  101.058736  41.179512      0
 5360.134     -38.4      9.7     1.0     30998.9  101.058545  41.179474      0
 5361.084     -38.2      9.5     1.0     31010.7  101.058108  41.179426      0
 5362.051     -37.9      9.7     1.0     31015.8  101.057869  41.179450      0
 5363.003     -37.7      9.5     1.0     31023.6  101.057616  41.179474      0
 5364.986     -37.7      9.5     1.0     31029.9  101.057384  41.179495      0
 5365.953     -37.7      9.5     1.0     31037.5  101.057199  41.179515      0
 5366.920     -37.9      9.4     1.0     31043.5  101.057056  41.179512      0
 5367.887     -37.7      9.5     1.0     31054.6  101.056940  41.179481      0
 5368.855     -37.9      9.4     1.0     31059.5  101.056837  41.179440      0
 5369.822     -38.1      9.4     1.0     31059.5  101.056837  41.179440      0
 5370.789     -38.2      9.5     1.0     31066.4  101.056714  41.179406      0
 5371.756     -37.9      9.4     1.0     31075.0  101.056598  41.179392      0
 5372.723     -37.6      9.4     1.0     31064.5  101.056516  41.179409      0
 5373.691     -37.4      9.4     1.0     31094.0  101.056325  41.179413      0
 5374.658     -37.3      9.4     1.0     31101.3  101.056175  41.179443      0
 5375.625     -37.2      9.4     1.0     31109.9  101.055997  41.179443      0
 5376.592     -37.2      9.3     1.0     31119.2  101.055799  41.179402      0
 5377.559     -37.4      9.3     1.0     31123.1  101.055601  41.179338      0
 5378.527     -37.4      9.4     1.0     31135.0  101.055417  41.179256      0
 5379.494     -37.5      9.4     1.0     31142.0  101.055294  41.179198      0
 5380.461     -37.9      9.3     1.0     31149.7  101.055212  41.179153      0
 5381.428     -38.4      9.4     1.0     31156.3  101.055171  41.179143      0
 5382.411     -38.4      9.3     1.0     31165.7  101.055150  41.179146      0
 5383.363     -37.8      9.3     1.0     31179.3  101.055109  41.179174      0
 5384.330     -37.3      9.4     1.0     31188.8  101.055000  41.179201      0
 5385.313     -37.0      9.3     1.0     31200.0  101.054809  41.179232      0
 5386.280     -36.8      9.3     1.0     31206.0  101.054563  41.179232      0
 5387.231     -36.7      9.3     1.0     31211.0  101.054303  41.179191      0
 5388.214     -36.3      9.3     1.0     31218.5  101.054051  41.179095      0
 5389.181     -36.1      9.2     1.0     31226.5  101.053839  41.178972      0
 5390.149     -36.2      9.2     1.0     31230.0  101.053668  41.178846      0
 5391.083     -36.4      9.2     1.0     31250.4  101.053484  41.178726      0
 5392.050     -36.9      9.2     1.0     31254.5  101.053395  41.178750      0
 5393.017     -37.3      9.2     1.0     31258.4  101.053279  41.178818      0
 5394.985     -36.9      9.1     1.0     31254.8  101.053163  41.178928      0
 5395.952     -36.0      9.2     1.0     31263.5  101.052992  41.179003      0
 5396.919     -35.5      9.1     1.0     31273.3  101.052808  41.179030      0
 5397.886     -35.4      9.1     1.0     31278.3  101.052664  41.179027      0
 5398.853     -35.6      9.1     1.0     31280.9  101.052432  41.178945      0
 5399.821     -35.8      9.1     1.0     31280.9  101.052432  41.178945      0
 5400.788     -35.7      9.1     1.0     31286.7  101.052193  41.178832      0
 5401.755     -35.4      9.2     1.0     31295.0  101.051961  41.178716      0
 5402.722     -35.0      9.1     1.0     31304.1  101.051763  41.178641      0
 5403.689     -35.1      9.1     1.0     31318.9  101.051544  41.178583      0
 5404.657     -35.5      9.1     1.0     31330.7  101.051325  41.178552      0
 5405.640     -35.9      9.1     1.0     31315.6  101.051243  41.178771      0
 5406.607     -36.5      9.1     1.0     31326.6  101.051059  41.178757      0
 5407.558     -36.4      9.0     1.0     31335.6  101.050936  41.178781      0
 5408.526     -36.0      9.0     1.0     31345.7  101.050827  41.178777      0
 5409.508     -36.0      9.1     1.0     31352.8  101.050697  41.178767      0
 5410.476     -36.2      9.1     1.0     31360.7  101.050506  41.178716      0
 5411.427     -36.3      9.0     1.0     31360.4  101.050321  41.178675      0
 5412.410     -35.9      9.0     1.0     31366.8  101.050055  41.178600      0
 5413.377     -35.9      9.1     1.0     31380.2  101.049809  41.178538      0
 5414.344     -36.1      8.9     1.0     31390.0  101.049591  41.178480      0
 5415.312     -36.6      9.0     1.0     31397.2  101.049420  41.178450      0
 5416.279     -36.6      9.0     1.0     31403.1  101.049270  41.178426      0
 5417.246     -36.4      9.0     1.0     31408.4  101.049140  41.178422      0
 5418.213     -36.7      8.9     1.0     31416.4  101.049024  41.178450      0
 5419.180     -36.9      9.0     1.0     31425.8  101.048880  41.178491      0
 5420.148     -37.0      9.0     1.0     31435.3  101.048716  41.178549      0
 5421.082     -37.0      8.9     1.0     31453.9  101.048320  41.178583      0
 5422.049     -36.9      8.9     1.0     31464.0  101.048067  41.178532      0
 5423.016     -36.4      8.7     1.0     31468.6  101.047801  41.178439      0
 5424.999     -36.2      8.9     1.0     31476.9  101.047582  41.178364      0
 5425.951     -36.2      8.8     1.0     31487.9  101.047419  41.178330      0
 5426.918     -36.6      8.8     1.0     31494.9  101.047282  41.178320      0
 5427.885     -36.9      8.8     1.0     31496.5  101.047159  41.178334      0
 5428.852     -36.3      8.7     1.0     31502.1  101.047057  41.178381      0
 5429.820     -35.6      8.8     1.0     31502.1  101.047057  41.178381      0
 5430.787     -34.9      8.8     1.0     31511.3  101.046934  41.178422      0
 5431.754     -34.7      8.8     1.0     31519.3  101.046790  41.178443      0
 5432.721     -34.8      8.7     1.0     31526.7  101.046626  41.178456      0
 5433.688     -35.3      8.7     1.0     31534.0  101.046449  41.178450      0
 5434.656     -36.0      8.7     1.0     31543.0  101.046292  41.178426      0
 5435.623     -36.5      8.7     1.0     31551.8  101.046162  41.178395      0
 5436.606     -36.9      8.6     1.0     31560.0  101.046039  41.178361      0
 5437.557     -36.8      8.6     1.0     31568.4  101.045909  41.178330      0
 5438.524     -36.8      8.6     1.0     31575.9  101.045759  41.178306      0
 5439.507     -37.0      8.7     1.0     31583.5  101.045588  41.178279      0
 5440.474     -37.1      8.7     1.0     31591.2  101.045397  41.178269      0
 5441.426     -37.3      8.6     1.0     31600.1  101.045212  41.178293      0
 5442.409     -37.0      8.6     1.0     31604.4  101.045055  41.178351      0
 5443.376     -36.7      8.7     1.0     31613.3  101.044919  41.178412      0
 5444.343     -36.7      8.6     1.0     31620.8  101.044782  41.178446      0
 5445.310     -36.8      8.6     1.0     31634.3  101.044646  41.178460      0
 5446.278     -36.8      8.6     1.0     31642.1  101.044482  41.178436      0
 5447.245     -36.7      8.5     1.0     31647.1  101.044304  41.178398      0
 5448.212     -36.8      8.6     1.0     31652.7  101.044133  41.178357      0
 5449.179     -37.0      8.6     1.0     31659.5  101.043976  41.178327      0
 5450.146     -36.8      8.5     1.0     31667.7  101.043867  41.178306      0
 5451.081     -37.2      8.5     1.0     31685.1  101.043682  41.178337      0
 5452.048     -37.4      8.5     1.0     31693.8  101.043553  41.178385      0
 5453.015     -37.3      8.5     1.0     31700.2  101.043368  41.178450      0
 5454.982     -37.0      8.5     1.0     31706.3  101.043150  41.178511      0
 5455.965     -36.8      8.4     1.0     31713.5  101.042924  41.178559      0
 5456.917     -36.6      8.4     1.0     31720.5  101.042713  41.178569      0
 5457.884     -36.4      8.5     1.0     31729.1  101.042542  41.178549      0
 5458.851     -36.7      8.5     1.0     31733.3  101.042385  41.178508      0
 5459.834     -36.9      8.4     1.0     31733.3  101.042385  41.178508      0
 5460.786     -36.6      8.5     1.0     31740.3  101.042241  41.178456      0
 5461.753     -36.6      8.4     1.0     31752.6  101.042077  41.178412      0
 5462.736     -36.8      8.5     1.0     31765.1  101.041900  41.178409      0
 5463.687     -36.7      8.4     1.0     31771.9  101.041709  41.178443      0
 5464.654     -36.5      8.4     1.0     31774.2  101.041504  41.178497      0
 5465.637     -36.5      8.4     1.0     31779.8  101.041278  41.178562      0
 5466.604     -36.4      8.4     1.0     31788.3  101.041053  41.178614      0
 5467.556     -36.5      8.4     1.0     31795.8  101.040834  41.178631      0
 5468.539     -36.9      8.4     1.0     31803.8  101.040643  41.178634      0
 5469.506     -36.9      8.3     1.0     31810.8  101.040486  41.178627      0
 5470.473     -36.7      8.3     1.0     31815.8  101.040336  41.178634      0
 5471.440     -37.0      8.4     1.0     31824.9  101.040179  41.178665      0
 5472.408     -37.4      8.4     1.0     31834.5  101.040008  41.178726      0
 5473.375     -37.6      8.3     1.0     31843.0  101.039823  41.178808      0
 5474.342     -37.3      8.3     1.0     31850.0  101.039625  41.178877      0
 5475.309     -37.0      8.3     1.0     31857.4  101.039407  41.178918      0
 5476.276     -37.1      8.3     1.0     31863.7  101.039161  41.178924      0
 5477.244     -37.2      8.3     1.0     31870.5  101.038894  41.178904      0
 5478.211     -37.0      8.3     1.0     31876.8  101.038628  41.178859      0
 5479.178     -36.3      8.2     1.0     31885.3  101.038382  41.178832      0
 5480.145     -35.9      8.2     1.0     31896.2  101.038157  41.178849      0
 5481.080     -36.5      8.3     1.0     31910.9  101.037747  41.179010      0
 5482.047     -36.8      8.2     1.0     31914.9  101.037563  41.179122      0
 5483.030     -37.1      8.3     1.0     31923.4  101.037385  41.179204      0
 5484.981     -37.1      8.2     1.0     31932.1  101.037187  41.179259      0
 5485.948     -36.7      8.2     1.0     31942.4  101.036941  41.179266      0
 5486.931     -36.7      8.2     1.0     31947.8  101.036695  41.179252      0
 5487.898     -36.9      8.1     1.0     31952.3  101.036442  41.179221      0
 5488.850     -36.8      8.1     1.0     31951.3  101.036197  41.179204      0
 5489.833     -36.6      8.2     1.0     31935.7  101.035944  41.179174      0
 5490.800     -36.6      8.3     1.0     31935.7  101.035944  41.179174      0
 5491.767     -36.3      8.3     1.0     31911.4  101.035657  41.179174      0
 5492.734     -36.3      8.3     1.0     31878.7  101.035370  41.179174      0
 5493.702     -36.2      8.5     1.0     31836.9  101.035090  41.179184      0
 5494.669     -36.2      8.6     1.0     31786.3  101.034824  41.179201      0
 5495.636     -36.1      8.7     1.0     31734.6  101.034571  41.179232      0
 5496.603     -36.1      8.8     1.0     31673.7  101.034325  41.179262      0
 5497.570     -36.0      8.9     1.0     31616.3  101.034100  41.179297      0
 5499.505     -35.7      9.1     1.0     31483.5  101.033649  41.179317      0
 5500.472     -35.7      9.3     1.0     31411.5  101.033437  41.179331      0
 5501.439     -35.0      9.5     1.0     31336.3  101.033219  41.179341      0
 5502.406     -34.8      9.6     1.0     31258.1  101.033007  41.179355      0
 5503.389     -34.9      9.9     1.0     31174.2  101.032802  41.179368      0
 5504.341     -35.0     10.0     1.0     31089.3  101.032597  41.179379      0
